ID,Name,Age,Email,Date of Joining,Salary,Department,Performance Score,Remote Work,Manager ID
274,Morgan Austin,56,stephen86@costa.biz,2012-09-09,51347.07,IT,3.83,True,62.0
275,Benjamin Bowers,41,dunnjoshua@hotmail.com,2023-06-01,46515.4,HR,2.66,True,8.0
276,Matthew Whitehead,38,zacharymclean@hughes-anderson.com,2012-02-14,97930.55,Sales,2.44,True,67.0
277,Jaime Hart,41,joshua92@gmail.com,2012-01-12,78229.47,Operations,4.31,True,61.0
278,Angela Johnson,52,xhenry@yahoo.com,2023-06-11,90087.04,Sales,4.7,False,55.0
279,Elizabeth Day,50,collinsdylan@yahoo.com,2024-04-14,103841.59,Marketing,1.18,True,40.0
280,Angela Oliver,19,lisagreer@hotmail.com,2021-06-09,50769.65,Legal,1.93,True,49.0
281,Deborah Olson,40,wwilliams@hotmail.com,2018-11-23,59333.15,Marketing,2.39,True,93.0
282,Nicholas White,39,ricejillian@yahoo.com,2015-12-19,93752.42,Finance,4.26,True,3.0
283,Clinton Coffey,22,amanda12@brown.com,2018-05-09,65348.31,Operations,4.94,False,14.0
284,Russell Stewart,63,turneremily@carpenter.org,2019-06-14,32634.38,Finance,4.88,False,55.0
285,Adriana Wilkinson,58,flee@rowe-griffin.org,2018-04-21,69145.97,Sales,4.62,True,77.0
286,Kevin Fernandez,57,xbradley@hotmail.com,2012-12-30,111744.58,Legal,2.19,False,85.0
287,Jorge Ramos,42,briannavillanueva@gordon.org,2020-12-22,66811.94,Operations,4.97,True,17.0
288,Ronald Juarez MD,40,andrewcook@powers.com,2022-11-01,59902.4,Finance,2.0,True,97.0
289,Nathan Odom,35,bakercaitlin@figueroa.biz,2019-12-05,119057.26,IT,1.42,False,18.0
290,Mark Lee,44,tayloranna@tucker-cooper.biz,2015-03-14,87997.4,Marketing,4.8,False,3.0
291,Kimberly Wilson,26,pfreeman@yahoo.com,2012-12-11,62939.82,Operations,1.93,False,15.0
292,Michelle Nichols,23,davisbarry@gmail.com,2013-08-11,39181.76,HR,3.76,False,90.0
293,Ricky Myers,51,jim62@gmail.com,2012-04-18,100906.45,Sales,1.23,True,55.0
294,Sarah Parks,40,laneclaudia@yahoo.com,2013-12-22,93726.74,Operations,3.92,True,31.0
295,Colleen Barnett,36,donovangregory@berg-hartman.com,2016-11-13,112972.42,HR,4.53,True,4.0
296,Travis Hernandez,28,xboyer@coleman-alexander.com,2011-01-26,49554.81,Finance,2.09,False,80.0
297,Ana Stewart,47,mullinsmatthew@robinson-williams.info,2023-07-24,40343.19,Operations,2.52,False,34.0
298,Katie Carroll,29,cwhite@martin-thompson.com,2019-04-16,95166.53,HR,2.5,False,33.0
299,Richard Moran,48,alex30@west.com,2013-01-27,48305.63,Marketing,4.0,True,49.0
300,Kelly Torres,25,michael25@meyer.com,2015-12-03,45849.35,Finance,1.95,False,14.0
301,Anthony Camacho,48,oadams@mitchell.com,2021-10-08,58782.66,IT,1.69,True,44.0
302,Sarah Reynolds,60,wmiller@yahoo.com,2010-12-30,103514.26,IT,2.8,False,37.0
303,Donald Glass,39,amanda92@green-johnson.com,2017-01-16,78558.29,Legal,2.22,True,47.0
304,Lisa Rodriguez,25,teresa66@king.com,2023-06-22,34126.53,Sales,4.36,False,78.0
305,Jeremiah Moore,43,henrymatthew@kelly.org,2020-11-05,71750.52,Finance,1.95,False,81.0
306,Jacob Martinez,62,vegajustin@parker.com,2021-02-06,91558.17,Marketing,3.01,False,24.0
307,Kelsey Gonzalez,37,rsanchez@terry.com,2015-07-21,78453.16,Finance,4.77,True,95.0
308,Jacob Christensen,43,lynnjohnson@gmail.com,2016-01-14,81520.52,Operations,3.54,True,69.0
309,Cynthia Jones,63,broberts@harding.biz,2014-05-02,50229.96,Finance,4.47,True,69.0
310,Stephanie Alexander,60,renee78@moore-hicks.com,2023-12-17,106296.54,Marketing,4.76,False,7.0
311,Brenda Wright,21,taylorjames@soto-harris.com,2014-01-16,80525.88,Operations,4.0,True,43.0
312,Joseph Dickerson MD,38,brianbutler@campbell.net,2014-05-25,94192.14,Legal,3.8,False,65.0
313,Juan King,37,cooperanne@lindsey-kennedy.biz,2014-06-05,118367.78,Marketing,4.87,False,70.0
314,Jennifer Hickman,55,annette13@byrd.org,2017-06-15,68537.88,IT,4.98,True,1.0
315,Joshua Hill,51,ffox@cruz.com,2020-04-29,109296.0,Operations,2.81,False,20.0
316,Mrs. Ann Smith,62,mendozastephanie@hotmail.com,2021-10-02,30655.29,Finance,1.28,False,63.0
317,Andrea Hill,43,allenethan@hotmail.com,2018-07-02,33006.66,Sales,2.17,True,2.0
318,Katherine King,25,stephanievincent@gmail.com,2014-12-17,83125.19,Operations,1.61,False,81.0
319,Zoe Briggs,55,leon59@leblanc.com,2012-08-06,58030.45,Sales,2.67,True,33.0
320,Melissa Green,38,murraynathaniel@yahoo.com,2011-05-23,52344.89,Legal,1.53,False,42.0
321,Joyce Johnson,52,kbryant@yahoo.com,2012-04-30,55014.18,Operations,3.42,True,17.0
322,Jessica Marsh,34,monicaolson@howard.info,2021-03-02,58656.26,HR,2.53,True,44.0
323,Mr. Craig Warren,63,rebeccajohnson@hotmail.com,2014-07-22,95605.29,HR,4.58,False,12.0
324,Alexis Barnett,58,clarkkathy@barrera-campbell.com,2021-12-14,81227.64,Marketing,4.87,True,78.0
325,Lindsay Graham,57,griffintaylor@crawford.com,2012-07-02,101013.24,IT,3.19,False,71.0
326,Eric Porter,51,michaelhenderson@simpson-davis.info,2021-11-18,104717.69,Operations,2.1,True,53.0
327,Michael Bond,51,susan55@hotmail.com,2015-05-29,105864.14,Finance,3.37,True,97.0
328,Brandon Norton,19,adominguez@wells.info,2018-03-25,67317.97,IT,4.59,True,8.0
329,Kenneth Anderson,27,edward32@yahoo.com,2015-09-25,67914.61,IT,2.63,True,32.0
330,Kimberly Jackson,41,rickyyoung@gmail.com,2015-05-16,113363.93,IT,3.21,True,73.0
331,Nina Davis,22,travishuang@crawford-moore.org,2012-04-08,89558.72,Operations,2.09,True,13.0
332,Brian Hahn,42,woodtimothy@blackwell.org,2016-06-15,37242.05,Sales,2.82,False,66.0
333,Collin Flores,24,david46@johnson-simpson.com,2024-01-16,78796.83,Sales,2.61,True,9.0
334,Wanda Martinez,51,showell@yahoo.com,2017-12-07,62040.65,Operations,1.99,True,75.0
335,Gary Vazquez,42,zwalters@collins-hamilton.net,2019-10-11,118869.15,Operations,3.02,False,16.0
336,Emma Olsen,28,gregory64@gmail.com,2011-06-19,31228.99,Marketing,2.24,False,62.0
337,Sue Green,47,tylercastillo@hotmail.com,2018-05-23,85096.28,Legal,2.49,True,4.0
338,Sharon Martinez,65,qochoa@gmail.com,2019-07-17,95126.08,Sales,3.1,True,66.0
339,Ryan Jones,46,nelsonkatherine@hotmail.com,2011-07-25,56001.61,HR,4.0,False,100.0
340,Sydney Reyes,42,austinbarton@rose-cummings.org,2010-10-29,117627.74,Sales,2.33,False,28.0
341,Laura Weeks,21,bookerlinda@todd.net,2016-06-26,107358.3,Legal,4.7,True,44.0
342,Shannon Howard,36,ivan04@delgado.com,2021-03-12,112408.76,Operations,4.45,False,12.0
343,Brittany West,39,kwest@turner.com,2012-05-07,31730.89,Marketing,1.19,False,71.0
344,Sharon Schneider,24,ajimenez@hotmail.com,2013-01-12,81288.49,Sales,2.01,True,90.0
345,Ronald Pugh,38,brianfitzgerald@hotmail.com,2017-02-02,56518.52,Legal,2.78,False,27.0
346,Alejandra Evans,39,james02@yahoo.com,2017-05-30,106412.58,Operations,1.42,False,22.0
347,Jacob Lee,45,kimberly43@alexander.com,2014-09-12,86956.47,Operations,2.39,False,88.0
348,Jerry Wilson,44,lori38@dodson.net,2013-05-11,78498.93,HR,3.96,True,84.0
349,Katie Franco,43,kenneth14@yahoo.com,2022-03-16,40312.94,IT,3.72,False,29.0
350,Ryan Golden,18,kimberlymiller@hunt-martinez.biz,2020-10-15,78620.05,Sales,3.49,False,51.0
351,Mark Roberts,64,jasmine79@thomas.biz,2020-06-16,86871.37,HR,3.84,False,25.0
352,Mrs. Sylvia Jackson,21,tyler07@gallagher-rodriguez.net,2015-05-28,116032.11,Finance,1.82,True,77.0
353,Joseph Ware,55,carsontimothy@ortiz.org,2015-07-06,82654.59,Operations,2.37,True,89.0
354,Sharon Hicks,25,daniellekelly@gmail.com,2015-02-16,117066.05,IT,3.7,False,95.0
355,Jason Young,34,westbradley@hotmail.com,2023-11-04,116544.55,Sales,4.52,False,56.0
356,Pamela Rice,29,kristiecaldwell@yahoo.com,2019-08-03,88518.03,Marketing,3.17,True,44.0
357,Claire Allen,29,fmcdowell@gmail.com,2021-02-10,75531.72,Sales,2.13,True,20.0
358,Nicholas Jones,62,richard63@dixon-kim.net,2012-07-27,71941.96,Marketing,1.12,True,34.0
359,Joshua Wells,20,clintonjohnson@yahoo.com,2012-02-18,110134.07,Marketing,3.84,True,92.0
360,Mr. Jason Griffin DVM,23,owensnancy@hotmail.com,2024-01-25,32543.1,Legal,1.03,True,44.0
361,Barbara Bryant,35,jamie60@gmail.com,2021-03-17,40242.74,HR,2.49,False,70.0
362,Charles Craig,32,gamblerichard@carpenter.biz,2018-05-19,39186.46,HR,3.12,True,25.0
363,Christopher Colon,23,davistimothy@kelly.org,2020-12-23,98124.18,Sales,4.69,True,27.0
364,Nicholas Burke,32,perezjessica@hotmail.com,2021-12-17,60568.59,Finance,1.36,True,59.0
365,Laura Lopez,35,sanchezrobert@yahoo.com,2015-07-06,87417.17,Finance,2.62,True,40.0
366,Nathan Schultz,59,dana46@powell.biz,2015-11-25,84340.46,Legal,1.1,True,16.0
367,Tracy Moreno,64,joe93@gmail.com,2016-11-20,64724.52,Sales,2.37,True,35.0
368,Michelle Hernandez,62,murphynatalie@hotmail.com,2023-11-23,77841.1,HR,3.49,True,71.0
369,Jonathan Allen,48,salazarjane@hicks.com,2020-08-20,88062.47,Legal,2.12,False,85.0
370,Nicholas Krueger,52,palmerjesus@oneal.org,2013-02-20,114685.53,Legal,1.84,True,99.0
371,Michelle Russell,21,zjohnston@castro.info,2010-09-15,81807.07,Legal,1.46,False,98.0
372,Curtis Lane,18,colleen91@hotmail.com,2020-12-11,85293.08,Sales,3.31,True,
373,Ryan Green,47,nicholas31@payne.com,2016-12-10,36107.02,IT,3.78,True,10.0
374,Charles Terry,62,johnpatton@kim.com,2011-01-02,115699.42,Marketing,3.69,False,84.0
375,Timothy Gentry,62,poolebrian@gmail.com,2022-11-16,77527.37,Operations,4.8,False,41.0
376,Spencer Patterson,62,alicia34@yahoo.com,2022-12-05,102114.61,HR,1.01,False,39.0
377,Karla Hansen,18,laurensmith@carrillo.com,2020-03-12,34526.2,Legal,3.59,True,90.0
378,Melinda Hicks,35,tylerbryant@hotmail.com,2019-10-04,67881.91,Operations,3.4,True,100.0
379,John Johnson,47,rasmussenphilip@hansen-romero.net,2017-03-12,53127.79,IT,3.35,False,41.0
380,Jason Koch,45,martinezangelica@yahoo.com,2019-10-19,54027.83,HR,4.85,True,4.0
381,Anthony Clark,52,vwheeler@hotmail.com,2016-06-26,101230.84,Sales,1.07,False,10.0
382,Hannah Bass,54,hwilliams@hansen-warner.biz,2014-02-07,86148.01,Operations,3.79,False,78.0
383,Tommy Harris,39,omurphy@berg.com,2014-01-31,69577.08,Sales,4.25,True,1.0
384,Dr. Amber Doyle,48,lthompson@hotmail.com,2014-01-31,30952.72,Finance,3.04,False,37.0
385,Mark Rodriguez,55,nicole67@gmail.com,2023-11-13,116843.51,HR,2.34,True,14.0
386,Andrew Miller,35,allenstephen@yahoo.com,2022-04-09,116582.09,IT,4.16,False,21.0
387,Maureen Mckinney,56,joseph21@yahoo.com,2015-04-11,49579.7,HR,1.39,True,91.0
388,Heidi West,33,nhayden@becker.com,2010-08-13,33721.17,Operations,2.77,False,35.0
389,George Murray,19,chaneytimothy@hotmail.com,2022-01-29,77717.94,Legal,3.08,False,25.0
390,Mark Underwood,33,butlerashley@long.com,2012-07-06,115626.97,HR,3.78,False,65.0
391,Theresa Smith,59,osmith@scott.net,2016-08-27,111935.63,Legal,1.36,False,70.0
392,Kevin Trujillo,40,claytonharper@brown.com,2014-04-17,82619.66,Operations,1.91,False,44.0
393,Ruth Morton,63,finleychristopher@ball.com,2018-12-05,57319.4,Marketing,2.64,True,57.0
394,Tina Crosby,35,brittanywilson@gmail.com,2015-02-21,59696.48,Marketing,3.49,False,11.0
395,Matthew Simon,62,paulmiller@burnett.com,2020-07-09,110812.22,HR,4.55,False,53.0
396,Yolanda Castaneda,40,nburgess@shelton-olson.com,2017-12-25,74260.56,IT,3.48,False,64.0
397,Maria Jones,31,zamoraadam@santos.com,2011-10-28,41800.46,HR,1.53,True,68.0
398,Dr. Katie Walls,65,chloetran@scott.com,2018-12-22,52358.29,Marketing,4.92,False,52.0
399,Janice Mcgee,20,jesuswarren@hotmail.com,2011-02-20,54911.54,Operations,4.49,True,15.0
400,Keith Carrillo,29,davidbyrd@davis.info,2024-03-14,41119.2,IT,3.01,False,10.0
401,Michael Robinson,27,fred55@gmail.com,2018-08-23,71673.99,Legal,4.69,False,75.0
402,Daniel Collins,58,hdavis@hotmail.com,2018-07-30,112444.58,Finance,3.17,True,59.0
403,Ariel Ruiz,65,tammy39@yahoo.com,2016-09-12,90190.43,Finance,4.69,False,41.0
404,Richard Harrison,22,emily87@hotmail.com,2012-09-01,36522.65,Operations,4.32,False,22.0
405,Teresa Lewis,28,richardamanda@yahoo.com,2012-02-16,30494.53,IT,4.87,False,37.0
406,Jose Glenn,24,jasonvaldez@glover.com,2012-05-27,54862.29,HR,4.68,True,30.0
407,Peter Wang,62,johnsonbenjamin@hotmail.com,2010-12-15,62642.36,Sales,1.14,True,80.0
408,Regina Ross,26,hweber@brown.org,2019-07-14,99907.47,Legal,1.7,False,55.0
409,Aaron Roach,26,scottkayla@martinez.info,2014-09-01,117030.5,Sales,2.56,True,86.0
410,Brian Guzman,26,vknapp@yahoo.com,2020-09-22,64881.05,Operations,4.81,False,89.0
411,Courtney Aguilar,62,destiny16@gmail.com,2014-02-27,91802.1,HR,2.2,False,36.0
412,Joshua Hernandez,55,donna94@hotmail.com,2019-07-16,119541.17,HR,1.64,True,4.0
413,Mikayla Anderson,36,david40@gmail.com,2021-09-26,97109.99,Finance,4.55,False,2.0
414,Jacob Dean,20,bauereddie@hotmail.com,2010-11-26,87257.06,Sales,2.79,False,1.0
415,Ryan Rubio Jr.,23,pbarry@gmail.com,2020-08-24,37026.74,Legal,4.63,False,81.0
416,Dean Mcdonald,47,pshaw@hotmail.com,2010-11-05,59089.37,Legal,1.64,True,34.0
417,George Allen,55,smithkathleen@moore.com,2022-09-10,112205.29,HR,3.64,True,9.0
418,Dr. David Munoz,54,markshields@howe.org,2018-07-09,48090.49,Legal,2.76,False,84.0
419,Victoria Ryan,60,gina32@cuevas.com,2015-06-18,105923.13,Finance,1.31,True,40.0
420,Ronald Mcdonald Jr.,47,rickey35@decker.com,2017-10-16,92669.13,IT,3.79,False,40.0
421,Ann Miller,45,dawnfleming@cooper.net,2018-09-29,62969.19,Operations,1.99,True,70.0
422,Darrell Carey,35,drew05@vasquez.com,2020-11-24,77625.68,Marketing,1.16,True,83.0
423,Donald Roman,29,cassandrapoole@gmail.com,2018-07-15,78852.58,Legal,1.24,False,36.0
424,Gary Gamble,26,amandaspencer@zimmerman.com,2010-08-23,94264.84,Operations,1.24,True,6.0
425,Jay Whitney,42,donna25@vargas-alvarado.com,2018-03-20,76490.03,Operations,4.63,True,100.0
426,Ronald Serrano,21,deborahanderson@gmail.com,2012-11-05,41976.84,Finance,3.96,True,90.0
427,Joseph Thompson,29,gentryabigail@stout-torres.info,2017-05-28,99610.92,HR,4.59,False,31.0
428,Michael Yang,33,lbauer@collins-williams.org,2018-08-11,66564.52,Legal,3.69,False,88.0
429,Annette Huffman,21,morrisonryan@cameron.com,2010-12-29,116678.45,IT,3.12,False,66.0
430,Janet Collins,54,kimberlynavarro@wells.biz,2021-01-18,55516.24,Finance,2.22,False,17.0
431,Stephanie Miller,57,johnlewis@gmail.com,2020-03-31,53677.09,Legal,4.99,False,33.0
432,Michael Nelson,39,mitchell26@hotmail.com,2014-08-01,60015.67,HR,2.45,False,76.0
433,Cory Hartman,47,cheryl17@dickerson.net,2023-08-04,81508.53,HR,2.88,False,7.0
434,Karen Figueroa,21,brandi52@thompson.org,2019-11-21,110538.28,HR,2.51,False,100.0
435,Alex Perkins,29,cardenasangela@gmail.com,2015-05-15,45865.35,IT,4.92,True,49.0
436,Alicia Hatfield,33,katelynsutton@gmail.com,2019-01-07,55171.09,Operations,1.7,True,53.0
437,Aaron Taylor,63,jreed@garner-logan.com,2011-03-21,82351.19,Finance,2.31,True,35.0
438,Andrea Hood,44,timothymcclain@gmail.com,2018-04-19,70890.08,Marketing,3.72,True,74.0
439,Kevin Simmons,33,dawsonjessica@hoffman.net,2015-08-26,70259.06,Finance,1.25,False,28.0
440,Christopher Brown,51,ashley79@faulkner.com,2015-12-26,103866.08,Finance,3.43,True,32.0
441,Louis Reeves,29,casey50@gmail.com,2024-04-06,113149.05,Marketing,2.91,False,40.0
442,James Le,23,michaeldavis@yahoo.com,2010-11-27,73317.63,Legal,2.14,True,68.0
443,Amanda Maddox,48,shannongregory@yahoo.com,2016-06-24,91861.66,HR,1.95,False,62.0
444,Kimberly Johnson,22,markcross@hotmail.com,2017-10-18,102095.28,Legal,3.06,False,57.0
445,Jill Barrett,50,marcus73@williams.com,2017-10-15,76652.98,Operations,2.47,True,90.0
446,Nicole Garcia,55,glennchristian@dickerson.com,2020-12-30,56488.48,Operations,2.83,True,15.0
447,David Padilla,61,vwilliams@copeland-houston.com,2012-08-19,87427.61,Marketing,2.35,False,54.0
448,Donna Wright,63,kparrish@mueller.com,2019-09-06,82659.82,Operations,4.88,False,47.0
449,Melissa Garrett,47,jamesmarshall@chambers.info,2022-09-25,111140.65,Sales,1.53,True,21.0
450,Edwin Smith,45,pamelagarcia@davis.com,2013-07-11,34716.63,Operations,1.39,True,66.0
451,Curtis Clark,57,jamiebaker@davis-davis.com,2015-06-05,111911.82,Operations,2.37,True,6.0
452,Steven Hill,45,leslie43@gmail.com,2011-04-22,78098.88,Sales,3.36,True,29.0
453,Jerry Montoya,47,pfrederick@perez.com,2020-07-28,31410.85,Operations,3.64,True,90.0
454,Jennifer Norris,26,twilliams@yahoo.com,2021-01-07,61023.2,Sales,2.59,False,61.0
455,Linda Gallagher,29,bstephens@kane.com,2015-10-22,95190.02,Finance,5.0,False,49.0
456,Alexander Clark,51,woodphillip@hotmail.com,2016-07-05,73958.98,Legal,2.41,False,3.0
457,Ashley Porter,32,judyperkins@hotmail.com,2022-12-21,118214.31,Marketing,3.89,False,30.0
458,Bradley Carney,56,zstrong@hotmail.com,2022-09-12,68034.91,IT,3.55,False,10.0
459,Alexandra Drake,29,castrosamuel@taylor.com,2023-06-05,59397.17,IT,4.25,True,39.0
460,Connor Jones,28,ahughes@hotmail.com,2012-11-03,103950.47,Sales,4.9,False,12.0
461,Jessica Crawford,43,schroedercharles@hotmail.com,2017-03-23,79311.6,Marketing,4.56,False,23.0
462,Mr. Corey Nash,50,vallen@petty.info,2020-01-09,91409.39,Finance,4.06,False,16.0
463,Julie Johnson,58,emorse@villegas-snow.net,2014-08-03,102513.21,HR,3.79,False,56.0
464,Christopher Brewer,24,xlambert@jones-weaver.com,2013-11-23,90428.48,IT,2.34,False,1.0
465,Colin Porter,48,pattersonjason@lee.com,2010-09-02,68016.67,IT,1.59,True,96.0
466,George Carroll,40,alicia20@scott.org,2019-10-05,41231.68,Finance,1.25,False,46.0
467,Joseph Zimmerman,29,dsmith@hotmail.com,2018-05-25,82222.33,Finance,1.97,True,67.0
468,Gail Cook,53,cindy68@avila.com,2011-08-19,110769.0,Finance,2.73,True,52.0
469,Krystal Baker,38,jacobgraham@stephens.biz,2011-11-25,67700.32,Legal,3.09,True,15.0
470,Jimmy Fields,22,wesleyjoyce@pratt.com,2014-10-11,111965.27,Finance,4.09,False,67.0
471,James David,22,nicoleharper@yahoo.com,2015-04-15,75317.5,Operations,4.83,False,31.0
472,Tina Sosa,47,jacob58@yahoo.com,2016-06-16,85875.74,HR,1.47,False,63.0
473,Kayla Hale,45,millerjohn@smith-davis.com,2019-06-02,104968.96,Finance,1.43,True,36.0
474,Martha Rivera,65,kimberly91@torres.com,2023-06-17,80813.74,Legal,3.36,False,34.0
475,Mason Jones,37,cesarrowe@lynch.com,2016-12-31,38187.24,Marketing,3.98,True,51.0
476,Mrs. Jennifer White,58,tgrimes@garcia.info,2023-01-30,118288.15,HR,4.39,True,55.0
477,Valerie Barnes,44,gabriel86@yahoo.com,2020-02-09,52126.44,HR,4.74,False,60.0
478,James Hatfield,44,tiffanyjones@yahoo.com,2022-05-15,93945.48,Finance,4.93,True,89.0
479,Steven Davidson,27,dawnroberts@harris-clements.com,2012-03-18,75460.21,IT,2.6,True,7.0
480,Ashley Rice,49,pharper@gmail.com,2017-03-10,73089.54,IT,2.52,False,21.0
481,Elizabeth Jones,48,jasminesmith@wolfe-gray.com,2021-08-30,51954.67,Marketing,1.59,False,90.0
482,Steven Reilly,35,meganjordan@yahoo.com,2018-02-22,94993.57,Finance,3.74,True,67.0
483,Shannon Caldwell,25,adavenport@yahoo.com,2015-11-16,40150.94,Finance,3.63,True,45.0
484,Katie Cruz,53,barbara40@bell.org,2013-09-01,119140.8,Sales,4.45,True,25.0
485,Joseph Turner,27,juan23@gmail.com,2023-01-22,106083.62,Marketing,1.39,False,31.0
486,Raymond Vargas,46,davidferguson@vasquez.com,2017-12-12,78105.8,IT,2.99,True,19.0
487,Jesse Henderson,65,dhicks@johnson.info,2021-06-26,68209.77,Finance,3.32,False,28.0
488,Michelle Yates,25,schneidersuzanne@yahoo.com,2024-01-22,55781.82,HR,1.97,True,38.0
489,Amanda Reese,21,ashley01@hotmail.com,2016-03-25,75143.23,Sales,1.68,False,100.0
490,Shelley Carlson,25,awells@ayers-taylor.biz,2023-09-03,109147.57,Operations,4.44,True,18.0
491,Robin Reed,26,thomas17@carter.org,2010-09-04,54750.58,IT,1.23,False,23.0
492,Casey Paul,55,swansonmitchell@hotmail.com,2021-01-25,75048.37,HR,2.88,True,70.0
493,Erica Edwards,23,lawrence08@miller.com,2014-04-01,51109.49,Finance,1.46,True,32.0
494,Jennifer Johnson,51,snowjody@yu-turner.biz,2014-03-03,60343.42,IT,2.83,True,69.0
495,Julie Scott,46,medinamichele@miller.com,2020-11-16,47123.45,Legal,4.92,False,3.0
496,Ricky Jones,64,josephevans@chandler.org,2020-09-16,119148.53,Marketing,2.69,True,23.0
497,Dr. Terry Young MD,56,caldwellaaron@foley.biz,2011-08-31,81434.77,Operations,4.43,False,29.0
498,Aaron Logan,26,icharles@little-fuller.com,2023-05-11,95953.36,HR,1.47,False,92.0
499,Kenneth Frey,19,laurie69@yahoo.com,2019-08-16,38842.49,Finance,2.09,False,53.0
500,Richard Hawkins,20,xfigueroa@martinez.com,2015-07-06,62950.58,Sales,2.62,False,90.0
501,Maria Davis,34,turnerbonnie@yahoo.com,2021-02-08,110337.58,Legal,2.6,False,20.0
502,Frank Wilson,20,clineholly@yahoo.com,2022-12-28,37599.45,Finance,3.69,False,31.0
503,Samantha Mccall,29,ogoodman@ford-crawford.com,2012-06-25,44893.49,Finance,2.38,False,97.0
504,Alexandra Mills,49,sheriphillips@fitzgerald.com,2024-04-23,86287.58,Sales,3.86,True,71.0
505,Teresa Ewing,28,kristin93@howard.org,2017-07-12,86051.01,HR,3.56,False,16.0
506,Anne Cox,38,chelseyrodriguez@phillips.com,2012-01-03,105440.43,HR,2.6,True,74.0
507,Derek Patterson,54,jmontes@berry-bird.com,2021-05-30,114194.35,Marketing,2.73,False,87.0
508,Elizabeth Smith,32,phamthomas@rodriguez-taylor.com,2011-12-10,42778.78,Sales,3.46,True,21.0
509,Hector Cummings,25,calvin40@hotmail.com,2016-02-28,53343.64,Sales,1.28,False,95.0
510,Marie Pierce,47,davistina@johnson-berg.org,2022-04-16,68471.53,Finance,4.29,True,31.0
511,William Mitchell,23,batescrystal@hotmail.com,2021-11-21,30081.3,Legal,3.61,False,67.0
512,Kenneth Blanchard,32,narmstrong@anderson.com,2019-07-12,36283.29,Legal,3.91,False,99.0
513,Joseph Perez,64,fcarpenter@williams-bradley.com,2022-01-25,50384.22,Legal,3.15,False,38.0
514,Shelly Miller,33,iramirez@gmail.com,2021-10-04,73299.18,Finance,1.44,False,90.0
515,David Valenzuela,50,margaret38@kane-rhodes.com,2012-11-28,52637.05,HR,2.62,True,94.0
516,Tracy Sanders,41,kimberlymolina@holland.net,2023-10-30,108901.37,Sales,2.62,False,2.0
517,Joanne Brown,45,barnesadrienne@leon-walton.com,2016-03-31,59184.56,HR,2.28,False,92.0
518,Christine White,24,gloriafuller@hotmail.com,2019-09-23,113216.05,Operations,1.12,True,58.0
519,Richard Dudley,27,rjones@johnson.net,2012-05-29,117730.85,Sales,3.95,False,25.0
520,Gail Small,19,vnolan@miller.info,2017-02-19,70487.54,Sales,1.44,False,7.0
521,Blake Lopez,29,maria01@gmail.com,2015-09-13,50441.59,HR,3.43,True,52.0
522,George Durham,41,griffintiffany@hotmail.com,2019-10-23,56249.95,Finance,3.81,False,21.0
523,Veronica Davis,24,blackdavid@bright-robbins.com,2022-10-24,99870.03,Finance,3.54,False,48.0
524,Edwin Wilson,58,amywallace@garrison.biz,2013-07-18,54601.47,Operations,4.84,True,64.0
525,Jill Wilson DVM,54,huntantonio@gmail.com,2019-04-03,64252.46,Operations,1.41,True,49.0
526,Christina Sexton,30,norrismark@ross-arroyo.biz,2016-08-04,73071.83,IT,4.47,True,27.0
527,Mike Morrison,53,michaellee@nash.com,2018-09-29,81760.0,IT,1.12,False,49.0
528,Patricia Hickman,23,jacob33@yahoo.com,2022-11-02,119649.04,Operations,3.14,False,68.0
529,Stacey Calderon,30,jamesreynolds@hotmail.com,2023-09-03,50898.88,Marketing,2.62,True,67.0
530,Brett Howard,36,sarah97@henson.org,2016-07-18,61808.13,Sales,3.1,True,63.0
531,Samantha Figueroa,18,smithgeorge@yahoo.com,2011-08-31,53660.21,Legal,2.46,True,13.0
532,Crystal Shields PhD,19,maria87@yahoo.com,2019-03-20,62500.21,Operations,1.76,True,16.0
533,Veronica Johnson,38,lhodge@hotmail.com,2012-01-17,39072.41,HR,1.08,False,11.0
534,Jennifer Norris,31,kellyroger@short-brown.com,2019-05-17,62382.88,HR,3.07,True,68.0
535,Cynthia Chandler,44,john02@gmail.com,2012-11-15,109907.85,Legal,4.37,False,1.0
536,Linda Nguyen,61,thomasrobinson@richards.net,2013-01-14,56873.09,HR,2.49,True,10.0
537,Roberto Johnston,39,huynhsteven@gmail.com,2024-05-27,63474.13,IT,1.89,False,1.0
538,Sarah Aguilar,32,dstanley@yahoo.com,2015-10-01,115002.67,Operations,1.32,False,95.0
539,Mrs. Cindy Johnston,31,norman75@gmail.com,2013-04-18,95554.11,IT,1.34,True,31.0
540,William Olson,58,camachofrank@yahoo.com,2023-12-20,76506.48,HR,1.89,False,95.0
541,Nancy Martin,21,candaceware@yahoo.com,2012-09-21,99947.35,Sales,1.4,False,50.0
542,Anthony Price,59,angelaorr@yahoo.com,2017-03-06,41086.17,HR,2.06,True,57.0
543,Jessica Taylor,35,edward61@summers-murphy.org,2021-09-09,71804.13,HR,1.26,True,86.0
544,Kevin Farrell,23,carneyaaron@garner.com,2016-08-14,40641.25,Sales,1.26,False,35.0
545,Sarah Johnson,44,palmeramber@johnson.com,2020-06-02,51025.63,Marketing,4.43,False,52.0
546,Joshua Hall,45,csoto@harvey.com,2021-12-25,42768.05,Marketing,1.65,True,44.0
